Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,-0.13595228372849896,H27-28,1310,demo,L,F,1
-2,1.0,-0.21009952628792758,H27-28,1310,demo,L,F,1
-1,1.0,0.08060028302937593,H27-28,1310,demo,L,F,1
0,1.0,0.15242412657593782,H27-28,1310,demo,L,F,1
1,1.0,0.004293089811995512,H27-28,1310,demo,L,F,1
2,1.0,-0.15665177403362687,H27-28,1310,demo,L,F,1
3,1.0,-0.3362883642352898,H27-28,1310,demo,L,F,1
-3,11.0,0.011404002728486635,H27-28,1310,demo,L,F,1
-2,11.0,-0.04821293987347527,H27-28,1310,demo,L,F,1
-1,11.0,0.3994514938550687,H27-28,1310,demo,L,F,1
0,11.0,0.10031475363250753,H27-28,1310,demo,L,F,1
1,11.0,0.23271416313612697,H27-28,1310,demo,L,F,1
2,11.0,-0.06390245164036396,H27-28,1310,demo,L,F,1
3,11.0,-0.28289910946518454,H27-28,1310,demo,L,F,1
