Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,0.050593583847421957,H27-01,1357,demo,L,M,1
-2,1.0,-0.14823324232773813,H27-01,1357,demo,L,M,1
-1,1.0,0.22613231435545003,H27-01,1357,demo,L,M,1
0,1.0,-0.09500008652728198,H27-01,1357,demo,L,M,1
1,1.0,0.1401455685775998,H27-01,1357,demo,L,M,1
2,1.0,0.039775512734857674,H27-01,1357,demo,L,M,1
3,1.0,0.010150205021070715,H27-01,1357,demo,L,M,1
-3,11.0,0.06135138614358357,H27-01,1357,demo,L,M,1
-2,11.0,-0.18996254826327308,H27-01,1357,demo,L,M,1
-1,11.0,0.45865472008305774,H27-01,1357,demo,L,M,1
0,11.0,-0.08171068702523579,H27-01,1357,demo,L,M,1
1,11.0,0.09779834108309558,H27-01,1357,demo,L,M,1
2,11.0,0.00071803552910503,H27-01,1357,demo,L,M,1
3,11.0,-0.05388906993175724,H27-01,1357,demo,L,M,1
