Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,0.29413573356954237,H27-17,1360,demo,L,M,1
-2,1.0,0.03171455602958651,H27-17,1360,demo,L,M,1
-1,1.0,0.03367169086444113,H27-17,1360,demo,L,M,1
0,1.0,-0.00510105294435882,H27-17,1360,demo,L,M,1
1,1.0,-0.8095494057201774,H27-17,1360,demo,L,M,1
2,1.0,-0.614021491398212,H27-17,1360,demo,L,M,1
3,1.0,-0.5064911185547905,H27-17,1360,demo,L,M,1
-3,11.0,0.29671023967429067,H27-17,1360,demo,L,M,1
-2,11.0,0.03338256802346507,H27-17,1360,demo,L,M,1
-1,11.0,0.03537177502206709,H27-17,1360,demo,L,M,1
0,11.0,-0.5857036431664987,H27-17,1360,demo,L,M,1
1,11.0,-0.5717706049590138,H27-17,1360,demo,L,M,1
2,11.0,-0.21410129153624535,H27-17,1360,demo,L,M,1
3,11.0,-0.14045876859939088,H27-17,1360,demo,L,M,1
