Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,-0.4306247291645579,H27-08,945,demo,L,F,1
-2,1.0,-0.4482274451475048,H27-08,945,demo,L,F,1
-1,1.0,-0.5020886739959617,H27-08,945,demo,L,F,1
0,1.0,-0.3642709136949045,H27-08,945,demo,L,F,1
1,1.0,-0.014246202695164908,H27-08,945,demo,L,F,1
2,1.0,0.0032250836658558285,H27-08,945,demo,L,F,1
3,1.0,-0.08814720978736035,H27-08,945,demo,L,F,1
-3,11.0,-0.2322983709465059,H27-08,945,demo,L,F,1
-2,11.0,-0.2207548311416871,H27-08,945,demo,L,F,1
-1,11.0,-0.20131252356420523,H27-08,945,demo,L,F,1
0,11.0,-0.35944563633873233,H27-08,945,demo,L,F,1
1,11.0,-0.010797728118589178,H27-08,945,demo,L,F,1
2,11.0,0.0018769732955537946,H27-08,945,demo,L,F,1
3,11.0,-0.10873583502209691,H27-08,945,demo,L,F,1
