Lag,variable,value,ID,age,exp,sex,trial_num
-3,1.0,0.06567526982556639,H27-09,1083,demo,F,1
-2,1.0,-0.4961856972667932,H27-09,1083,demo,F,1
-1,1.0,-0.7542994512098655,H27-09,1083,demo,F,1
0,1.0,0.7814754547738064,H27-09,1083,demo,F,1
1,1.0,-0.44880071859474535,H27-09,1083,demo,F,1
2,1.0,-0.20659403632838685,H27-09,1083,demo,F,1
3,1.0,-0.34033557434611006,H27-09,1083,demo,F,1
-3,2.33,0.6205212713290076,H27-09,1083,demo,F,1
-2,2.33,-0.08319623326001939,H27-09,1083,demo,F,1
-1,2.33,-0.6618999843841714,H27-09,1083,demo,F,1
0,2.33,0.32325867290324983,H27-09,1083,demo,F,1
1,2.33,-0.11481156977582216,H27-09,1083,demo,F,1
2,2.33,0.36366767722216364,H27-09,1083,demo,F,1
3,2.33,-0.2936207296587103,H27-09,1083,demo,F,1
-3,3.66,0.38683866535053446,H27-09,1083,demo,F,1
-2,3.66,-0.31081065735704355,H27-09,1083,demo,F,1
-1,3.66,-0.8318099685737759,H27-09,1083,demo,F,1
0,3.66,0.3737818114433422,H27-09,1083,demo,F,1
1,3.66,-0.4158582242195031,H27-09,1083,demo,F,1
2,3.66,0.4703693610986935,H27-09,1083,demo,F,1
3,3.66,-0.19502421730820993,H27-09,1083,demo,F,1
-3,4.99,0.17162007863963522,H27-09,1083,demo,F,1
-2,4.99,0.23469723387525016,H27-09,1083,demo,F,1
-1,4.99,-0.8420512022826548,H27-09,1083,demo,F,1
0,4.99,0.3771139900132812,H27-09,1083,demo,F,1
1,4.99,-0.39154622683058815,H27-09,1083,demo,F,1
2,4.99,0.41025197704542005,H27-09,1083,demo,F,1
3,4.99,-0.13241930022436751,H27-09,1083,demo,F,1
-3,6.32,0.3852097333101441,H27-09,1083,demo,F,1
-2,6.32,0.2854878992625489,H27-09,1083,demo,F,1
-1,6.32,-0.697481397206139,H27-09,1083,demo,F,1
0,6.32,0.42701384104583645,H27-09,1083,demo,F,1
1,6.32,-0.43744482003955765,H27-09,1083,demo,F,1
2,6.32,0.4062858634133807,H27-09,1083,demo,F,1
3,6.32,-0.3225623912693589,H27-09,1083,demo,F,1
-3,7.65,-0.10231439522782727,H27-09,1083,demo,F,1
-2,7.65,-0.2852038750137188,H27-09,1083,demo,F,1
-1,7.65,-0.5145053308921501,H27-09,1083,demo,F,1
0,7.65,0.07896000631680078,H27-09,1083,demo,F,1
1,7.65,-0.41551339567712503,H27-09,1083,demo,F,1
2,7.65,0.2423296415660471,H27-09,1083,demo,F,1
3,7.65,-0.4914075061261604,H27-09,1083,demo,F,1
-3,8.98,-0.12890171783717014,H27-09,1083,demo,F,1
-2,8.98,-0.2985685139090053,H27-09,1083,demo,F,1
-1,8.98,-0.5480077944304591,H27-09,1083,demo,F,1
0,8.98,0.1847616962512774,H27-09,1083,demo,F,1
1,8.98,0.8330700666456079,H27-09,1083,demo,F,1
2,8.98,-0.05425100715072254,H27-09,1083,demo,F,1
3,8.98,0.4846592831320942,H27-09,1083,demo,F,1
-3,10.31,-0.07810436926347704,H27-09,1083,demo,F,1
-2,10.31,-0.5156624004240112,H27-09,1083,demo,F,1
-1,10.31,-0.0014031629943509778,H27-09,1083,demo,F,1
0,10.31,0.16234799328461738,H27-09,1083,demo,F,1
1,10.31,0.8247255807947573,H27-09,1083,demo,F,1
2,10.31,-0.07450395227830213,H27-09,1083,demo,F,1
3,10.31,0.4860978138641553,H27-09,1083,demo,F,1
-3,11.64,-0.19854506243790482,H27-09,1083,demo,F,1
-2,11.64,-0.159677762185098,H27-09,1083,demo,F,1
-1,11.64,-0.030075497796191845,H27-09,1083,demo,F,1
0,11.64,0.1625415287986817,H27-09,1083,demo,F,1
1,11.64,0.9025355389461118,H27-09,1083,demo,F,1
2,11.64,-0.0538694077660856,H27-09,1083,demo,F,1
3,11.64,0.36911427144875897,H27-09,1083,demo,F,1
-3,12.97,-0.06529946524358318,H27-09,1083,demo,F,1
-2,12.97,-0.17818272872535806,H27-09,1083,demo,F,1
-1,12.97,-0.07501472116157452,H27-09,1083,demo,F,1
0,12.97,0.03746670779115997,H27-09,1083,demo,F,1
1,12.97,0.8929055709200079,H27-09,1083,demo,F,1
2,12.97,-0.3059471046701314,H27-09,1083,demo,F,1
3,12.97,0.4031363401681068,H27-09,1083,demo,F,1
-3,14.3,-0.13852456779588546,H27-09,1083,demo,F,1
-2,14.3,-0.29430698303312874,H27-09,1083,demo,F,1
-1,14.3,-0.519262543334784,H27-09,1083,demo,F,1
0,14.3,-0.5569756873107824,H27-09,1083,demo,F,1
1,14.3,0.9385258146994551,H27-09,1083,demo,F,1
2,14.3,-0.6674140328761307,H27-09,1083,demo,F,1
3,14.3,0.17554716680886132,H27-09,1083,demo,F,1
-3,15.63,-0.45344483490622006,H27-09,1083,demo,F,1
-2,15.63,0.5623660846769355,H27-09,1083,demo,F,1
-1,15.63,0.33534829523610876,H27-09,1083,demo,F,1
0,15.63,-0.5679685245740758,H27-09,1083,demo,F,1
1,15.63,0.9528261308847017,H27-09,1083,demo,F,1
2,15.63,-0.8910424609162131,H27-09,1083,demo,F,1
3,15.63,0.03251483040854456,H27-09,1083,demo,F,1
-3,16.96,-0.7683235338703066,H27-09,1083,demo,F,1
-2,16.96,0.3572188362297679,H27-09,1083,demo,F,1
-1,16.96,0.17382666588388104,H27-09,1083,demo,F,1
0,16.96,-0.4267963248014891,H27-09,1083,demo,F,1
1,16.96,0.48704992359699306,H27-09,1083,demo,F,1
2,16.96,-0.9933768604041616,H27-09,1083,demo,F,1
3,16.96,0.7034511439519903,H27-09,1083,demo,F,1
-3,18.29,-0.6590244480830191,H27-09,1083,demo,F,1
-2,18.29,0.6935226235016663,H27-09,1083,demo,F,1
-1,18.29,-0.7422575320056589,H27-09,1083,demo,F,1
0,18.29,-0.2377232701933117,H27-09,1083,demo,F,1
1,18.29,-0.44221570988556075,H27-09,1083,demo,F,1
2,18.29,-0.5671897148532185,H27-09,1083,demo,F,1
3,18.29,-0.034088517164943065,H27-09,1083,demo,F,1
-3,19.62,-0.5183502209216911,H27-09,1083,demo,F,1
