Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,-0.07114580875567926,H27-09,1083,demo,L,F,1
-2,1.0,-0.3066850048100859,H27-09,1083,demo,L,F,1
-1,1.0,-0.4763231559689197,H27-09,1083,demo,L,F,1
0,1.0,0.151950230694152,H27-09,1083,demo,L,F,1
1,1.0,-0.12694693588102524,H27-09,1083,demo,L,F,1
2,1.0,-0.25901478776472525,H27-09,1083,demo,L,F,1
3,1.0,-0.20224916751771319,H27-09,1083,demo,L,F,1
-3,11.0,-0.025162437710815874,H27-09,1083,demo,L,F,1
-2,11.0,-0.27145749430671123,H27-09,1083,demo,L,F,1
-1,11.0,-0.4412553511568405,H27-09,1083,demo,L,F,1
0,11.0,0.02594981952000653,H27-09,1083,demo,L,F,1
1,11.0,0.36355996488409786,H27-09,1083,demo,L,F,1
2,11.0,0.04804360442989884,H27-09,1083,demo,L,F,1
3,11.0,0.10256280448708854,H27-09,1083,demo,L,F,1
