Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,0.0038048706735821806,H27-07,933,demo,L,F,1
-2,1.0,-0.10291044174589663,H27-07,933,demo,L,F,1
-1,1.0,0.005999525314891417,H27-07,933,demo,L,F,1
0,1.0,-0.14771497153813604,H27-07,933,demo,L,F,1
1,1.0,-0.09391458864592168,H27-07,933,demo,L,F,1
2,1.0,-0.2625181704354124,H27-07,933,demo,L,F,1
3,1.0,-0.42343234147367653,H27-07,933,demo,L,F,1
-3,11.0,0.004527014414250591,H27-07,933,demo,L,F,1
-2,11.0,-0.08303189189321446,H27-07,933,demo,L,F,1
-1,11.0,0.06340474611746723,H27-07,933,demo,L,F,1
0,11.0,-0.09343857322574171,H27-07,933,demo,L,F,1
1,11.0,-0.3724242332602422,H27-07,933,demo,L,F,1
2,11.0,-0.45891596863148865,H27-07,933,demo,L,F,1
3,11.0,-0.5904033653092424,H27-07,933,demo,L,F,1
