Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,-0.31674417653035125,H27-27,1320,demo,L,F,1
-2,1.0,0.021860420227089943,H27-27,1320,demo,L,F,1
-1,1.0,-0.0792870087824974,H27-27,1320,demo,L,F,1
0,1.0,0.12430181318259634,H27-27,1320,demo,L,F,1
1,1.0,-0.4907641194961299,H27-27,1320,demo,L,F,1
2,1.0,-0.7112693321113494,H27-27,1320,demo,L,F,1
3,1.0,-0.531741095622281,H27-27,1320,demo,L,F,1
-3,11.0,-0.257385278227844,H27-27,1320,demo,L,F,1
-2,11.0,0.1398179505367562,H27-27,1320,demo,L,F,1
-1,11.0,0.11242365954965838,H27-27,1320,demo,L,F,1
0,11.0,0.0011511674333856187,H27-27,1320,demo,L,F,1
1,11.0,0.0827011047990507,H27-27,1320,demo,L,F,1
2,11.0,-0.531467368753429,H27-27,1320,demo,L,F,1
3,11.0,-0.30159660247934006,H27-27,1320,demo,L,F,1
