Lag,variable,value,ID,age,exp,first_turn,sex,trial_num
-1,1.0,0.3631003256633634,H27-12,1123,demo,L,M,1
0,1.0,0.1708063487570924,H27-12,1123,demo,L,M,1
1,1.0,-0.09285842870183197,H27-12,1123,demo,L,M,1
-1,3.33,0.1252934629110258,H27-12,1123,demo,L,M,1
0,3.33,0.11171900120151837,H27-12,1123,demo,L,M,1
1,3.33,-0.010579535969041012,H27-12,1123,demo,L,M,1
-1,5.66,0.05322198682553079,H27-12,1123,demo,L,M,1
0,5.66,0.16039459145975654,H27-12,1123,demo,L,M,1
1,5.66,0.09864299750639328,H27-12,1123,demo,L,M,1
-1,7.99,0.0750635285431168,H27-12,1123,demo,L,M,1
0,7.99,-0.37066177474261286,H27-12,1123,demo,L,M,1
1,7.99,-0.11311391609605928,H27-12,1123,demo,L,M,1
-1,10.32,-0.37528004847132956,H27-12,1123,demo,L,M,1
0,10.32,-0.4000913722137555,H27-12,1123,demo,L,M,1
1,10.32,-0.13351543479882483,H27-12,1123,demo,L,M,1
-1,12.65,-0.40108184040564904,H27-12,1123,demo,L,M,1
0,12.65,-0.42648114766061396,H27-12,1123,demo,L,M,1
1,12.65,-0.16008127378772383,H27-12,1123,demo,L,M,1
-1,14.98,-0.3110594969472406,H27-12,1123,demo,L,M,1
0,14.98,-0.3709227875614459,H27-12,1123,demo,L,M,1
1,14.98,-0.15807427324301046,H27-12,1123,demo,L,M,1
-1,17.31,-0.34169233607316696,H27-12,1123,demo,L,M,1
0,17.31,-0.3235356576960513,H27-12,1123,demo,L,M,1
1,17.31,-0.0747020731442285,H27-12,1123,demo,L,M,1
-1,19.64,-0.28148767129244356,H27-12,1123,demo,L,M,1
0,19.64,-0.22439978571546726,H27-12,1123,demo,L,M,1
1,19.64,0.058208566444174416,H27-12,1123,demo,L,M,1
