Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,-0.46225535476276647,H27-15,1111,demo,L,F,1
-2,1.0,-0.5402022346860981,H27-15,1111,demo,L,F,1
-1,1.0,-0.7019010814209363,H27-15,1111,demo,L,F,1
0,1.0,-0.45477995010746375,H27-15,1111,demo,L,F,1
1,1.0,0.7819342432352882,H27-15,1111,demo,L,F,1
2,1.0,0.13329581641074417,H27-15,1111,demo,L,F,1
3,1.0,-0.0727333824522975,H27-15,1111,demo,L,F,1
-3,11.0,0.17491370186811603,H27-15,1111,demo,L,F,1
-2,11.0,0.05756030851682836,H27-15,1111,demo,L,F,1
-1,11.0,-0.05524356425775858,H27-15,1111,demo,L,F,1
0,11.0,-0.31870507484894467,H27-15,1111,demo,L,F,1
1,11.0,0.5341929407098743,H27-15,1111,demo,L,F,1
2,11.0,0.03728701395615576,H27-15,1111,demo,L,F,1
3,11.0,-0.13649847024115583,H27-15,1111,demo,L,F,1
