Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,0.15413958901003177,H27-02,916,demo,L,M,1
-2,1.0,-0.3987245105091089,H27-02,916,demo,L,M,1
-1,1.0,-0.17993027634473108,H27-02,916,demo,L,M,1
0,1.0,-0.5798499512392734,H27-02,916,demo,L,M,1
1,1.0,0.08926945864926217,H27-02,916,demo,L,M,1
2,1.0,0.5249362039684188,H27-02,916,demo,L,M,1
3,1.0,0.3869988969378153,H27-02,916,demo,L,M,1
-3,11.0,0.17733730286139923,H27-02,916,demo,L,M,1
-2,11.0,-0.45035008157082734,H27-02,916,demo,L,M,1
-1,11.0,-0.23768749464075276,H27-02,916,demo,L,M,1
0,11.0,-0.568544224395779,H27-02,916,demo,L,M,1
1,11.0,0.055801185118753024,H27-02,916,demo,L,M,1
2,11.0,0.5302593146779111,H27-02,916,demo,L,M,1
3,11.0,0.37848224993864,H27-02,916,demo,L,M,1
