Lag,variable,value,ID,age,exp,first_turn,sex,trial_num
-1,1.0,0.2858446097817117,H27-28,1310,demo,L,F,1
0,1.0,0.09833792601524875,H27-28,1310,demo,L,F,1
1,1.0,0.5218067808714154,H27-28,1310,demo,L,F,1
-1,3.33,0.21544385688074646,H27-28,1310,demo,L,F,1
0,3.33,-0.012628953589568157,H27-28,1310,demo,L,F,1
1,3.33,0.48308121079900596,H27-28,1310,demo,L,F,1
-1,5.66,0.0790212907807228,H27-28,1310,demo,L,F,1
0,5.66,0.08142498356112889,H27-28,1310,demo,L,F,1
1,5.66,0.599927313227059,H27-28,1310,demo,L,F,1
-1,7.99,-0.05697425292281821,H27-28,1310,demo,L,F,1
0,7.99,-0.1477385968483771,H27-28,1310,demo,L,F,1
1,7.99,0.5160766686489366,H27-28,1310,demo,L,F,1
-1,10.32,-0.4213166893096208,H27-28,1310,demo,L,F,1
0,10.32,0.15493104342756064,H27-28,1310,demo,L,F,1
1,10.32,0.6554062127418641,H27-28,1310,demo,L,F,1
-1,12.65,-0.1849757409322021,H27-28,1310,demo,L,F,1
0,12.65,-0.49797821499136874,H27-28,1310,demo,L,F,1
1,12.65,0.09247107995153589,H27-28,1310,demo,L,F,1
-1,14.98,-0.5166166882591324,H27-28,1310,demo,L,F,1
0,14.98,-0.5403147014820283,H27-28,1310,demo,L,F,1
1,14.98,-0.1281924117799563,H27-28,1310,demo,L,F,1
-1,17.31,-0.5661294019816967,H27-28,1310,demo,L,F,1
0,17.31,-0.5891427923061558,H27-28,1310,demo,L,F,1
1,17.31,-0.1848445031385887,H27-28,1310,demo,L,F,1
-1,19.64,-0.6222057429855118,H27-28,1310,demo,L,F,1
0,19.64,-0.6450809541246851,H27-28,1310,demo,L,F,1
1,19.64,-0.2439419374392677,H27-28,1310,demo,L,F,1
