Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,-0.325152084541068,H27-18,1374,demo,L,F,1
-2,1.0,-0.24057876487009225,H27-18,1374,demo,L,F,1
-1,1.0,-0.3499447343091496,H27-18,1374,demo,L,F,1
0,1.0,-0.5145000284214358,H27-18,1374,demo,L,F,1
1,1.0,-0.1357360186650034,H27-18,1374,demo,L,F,1
2,1.0,-0.1654058810634722,H27-18,1374,demo,L,F,1
3,1.0,-0.11201782486133835,H27-18,1374,demo,L,F,1
-3,11.0,-0.18131215535481518,H27-18,1374,demo,L,F,1
-2,11.0,-0.031817294638395104,H27-18,1374,demo,L,F,1
-1,11.0,-0.10742155121099821,H27-18,1374,demo,L,F,1
0,11.0,-0.5698618361309141,H27-18,1374,demo,L,F,1
1,11.0,-0.1117289710981364,H27-18,1374,demo,L,F,1
2,11.0,-0.12389984785884395,H27-18,1374,demo,L,F,1
3,11.0,-0.13309304105859446,H27-18,1374,demo,L,F,1
