Lag,variable,value,ID,age,exp,first_trun,sex,trial_num
-3,1.0,-0.4403508216490753,H27-24,1080,demo,L,F,1
-2,1.0,-0.4093906424581372,H27-24,1080,demo,L,F,1
-1,1.0,-0.3541364788264536,H27-24,1080,demo,L,F,1
0,1.0,-0.13530577238053784,H27-24,1080,demo,L,F,1
1,1.0,-0.12239874736300194,H27-24,1080,demo,L,F,1
2,1.0,-0.2559810759165722,H27-24,1080,demo,L,F,1
3,1.0,-0.09542660353928792,H27-24,1080,demo,L,F,1
-3,11.0,-0.2858544217684653,H27-24,1080,demo,L,F,1
-2,11.0,-0.18667764455862393,H27-24,1080,demo,L,F,1
-1,11.0,-0.06945220283257858,H27-24,1080,demo,L,F,1
0,11.0,-0.18084347957715757,H27-24,1080,demo,L,F,1
1,11.0,-0.11641949649437965,H27-24,1080,demo,L,F,1
2,11.0,-0.2740316916992745,H27-24,1080,demo,L,F,1
3,11.0,-0.08571308686044526,H27-24,1080,demo,L,F,1
