Lag,variable,value,ID,age,exp,sex,trial_num
-3,1.0,-0.37121318223714445,H27-14,957,demo,M,1
-2,1.0,-0.4309659360096086,H27-14,957,demo,M,1
-1,1.0,-0.23602944781582957,H27-14,957,demo,M,1
0,1.0,0.6395103770691255,H27-14,957,demo,M,1
1,1.0,-0.6539974898919916,H27-14,957,demo,M,1
2,1.0,-0.6377869289366687,H27-14,957,demo,M,1
3,1.0,-0.5097177758016016,H27-14,957,demo,M,1
-3,2.82,-0.09786970122412317,H27-14,957,demo,M,1
-2,2.82,-0.09903425199453747,H27-14,957,demo,M,1
-1,2.82,0.4660918925797216,H27-14,957,demo,M,1
0,2.82,-0.02110213324239971,H27-14,957,demo,M,1
1,2.82,0.24274933766208182,H27-14,957,demo,M,1
2,2.82,-0.2594294977762995,H27-14,957,demo,M,1
3,2.82,-0.17666314470301941,H27-14,957,demo,M,1
-3,4.64,0.17806802741648914,H27-14,957,demo,M,1
-2,4.64,0.2980081884629641,H27-14,957,demo,M,1
-1,4.64,0.1415884945621161,H27-14,957,demo,M,1
0,4.64,-0.3142597825769046,H27-14,957,demo,M,1
1,4.64,-0.19670788546277437,H27-14,957,demo,M,1
2,4.64,0.18044319731182187,H27-14,957,demo,M,1
3,4.64,0.16312682167064266,H27-14,957,demo,M,1
-3,6.46,0.29707501018795623,H27-14,957,demo,M,1
-2,6.46,0.4919032651771472,H27-14,957,demo,M,1
-1,6.46,0.13451406269656757,H27-14,957,demo,M,1
0,6.46,-0.3469677883200758,H27-14,957,demo,M,1
1,6.46,-0.30704902474985823,H27-14,957,demo,M,1
2,6.46,0.04880425643583013,H27-14,957,demo,M,1
3,6.46,0.6910462635776492,H27-14,957,demo,M,1
-3,8.28,0.5452146765303921,H27-14,957,demo,M,1
-2,8.28,0.5586185006129847,H27-14,957,demo,M,1
-1,8.28,-0.0708212197965469,H27-14,957,demo,M,1
0,8.28,-0.267544259735675,H27-14,957,demo,M,1
1,8.28,-0.37662214823951945,H27-14,957,demo,M,1
2,8.28,-0.2715254955405859,H27-14,957,demo,M,1
3,8.28,0.47682012716098265,H27-14,957,demo,M,1
-3,10.1,0.5224291332513331,H27-14,957,demo,M,1
-2,10.1,0.02213919696671061,H27-14,957,demo,M,1
-1,10.1,0.1441760879196236,H27-14,957,demo,M,1
0,10.1,-0.6194833043315986,H27-14,957,demo,M,1
1,10.1,-0.5540165344214206,H27-14,957,demo,M,1
2,10.1,-0.31473353696672207,H27-14,957,demo,M,1
3,10.1,0.2748554207588524,H27-14,957,demo,M,1
-3,11.92,0.503779686079231,H27-14,957,demo,M,1
-2,11.92,0.0405166378460256,H27-14,957,demo,M,1
-1,11.92,0.15607647299508065,H27-14,957,demo,M,1
0,11.92,-0.590861051326674,H27-14,957,demo,M,1
1,11.92,-0.5406655120491018,H27-14,957,demo,M,1
2,11.92,-0.37930096827048077,H27-14,957,demo,M,1
3,11.92,0.23864906576434503,H27-14,957,demo,M,1
-3,13.74,0.6088019478941771,H27-14,957,demo,M,1
-2,13.74,0.08768341179498915,H27-14,957,demo,M,1
-1,13.74,0.16675128302379852,H27-14,957,demo,M,1
0,13.74,-0.5864537779789686,H27-14,957,demo,M,1
1,13.74,-0.5369479395781465,H27-14,957,demo,M,1
2,13.74,-0.4383593896004412,H27-14,957,demo,M,1
3,13.74,0.11609790545826601,H27-14,957,demo,M,1
-3,15.56,0.4663442745768869,H27-14,957,demo,M,1
-2,15.56,0.08805429322506306,H27-14,957,demo,M,1
-1,15.56,0.22844544988646284,H27-14,957,demo,M,1
0,15.56,-0.5437400814426367,H27-14,957,demo,M,1
1,15.56,-0.5369479395781465,H27-14,957,demo,M,1
2,15.56,-0.43835938960044113,H27-14,957,demo,M,1
3,15.56,-0.090549140322871,H27-14,957,demo,M,1
-3,17.38,0.48925804980911153,H27-14,957,demo,M,1
-2,17.38,0.03664728831166502,H27-14,957,demo,M,1
-1,17.38,0.18242406324599758,H27-14,957,demo,M,1
0,17.38,-0.5233801733052171,H27-14,957,demo,M,1
1,17.38,-0.5516764082302654,H27-14,957,demo,M,1
2,17.38,-0.41384999103066805,H27-14,957,demo,M,1
3,17.38,-0.0780379120499153,H27-14,957,demo,M,1
-3,19.2,0.46804339814905377,H27-14,957,demo,M,1
-2,19.2,-0.11279973680881886,H27-14,957,demo,M,1
-1,19.2,0.31488137633025176,H27-14,957,demo,M,1
0,19.2,-0.3976172170493818,H27-14,957,demo,M,1
1,19.2,-0.5025492279678225,H27-14,957,demo,M,1
2,19.2,-0.554955661929446,H27-14,957,demo,M,1
3,19.2,-0.06664327129997807,H27-14,957,demo,M,1
