Lag,variable,value,ID,age,exp,sex,trial_num
-3,1.0,-0.0034898584039539005,H27-22,1101,demo,F,1
-2,1.0,-0.31756006391144564,H27-22,1101,demo,F,1
-1,1.0,0.3292460123898316,H27-22,1101,demo,F,1
0,1.0,0.7171827720575801,H27-22,1101,demo,F,1
1,1.0,-0.5083704850027103,H27-22,1101,demo,F,1
2,1.0,0.4780956510222716,H27-22,1101,demo,F,1
3,1.0,-0.24614851164285473,H27-22,1101,demo,F,1
-3,2.33,-0.2641266838309333,H27-22,1101,demo,F,1
-2,2.33,-0.8597624952550759,H27-22,1101,demo,F,1
-1,2.33,-0.5413377714666688,H27-22,1101,demo,F,1
0,2.33,0.5151953468303273,H27-22,1101,demo,F,1
1,2.33,-0.5201905096792975,H27-22,1101,demo,F,1
2,2.33,0.22206403435417504,H27-22,1101,demo,F,1
3,2.33,-0.3539959317962032,H27-22,1101,demo,F,1
-3,3.66,0.9642798516687251,H27-22,1101,demo,F,1
-2,3.66,0.4287632717917338,H27-22,1101,demo,F,1
-1,3.66,-0.37872160701505525,H27-22,1101,demo,F,1
0,3.66,0.052282076168919535,H27-22,1101,demo,F,1
1,3.66,-0.2561125614981244,H27-22,1101,demo,F,1
2,3.66,0.49797811043039153,H27-22,1101,demo,F,1
3,3.66,-0.22989268895423498,H27-22,1101,demo,F,1
-3,4.99,0.24482206239977514,H27-22,1101,demo,F,1
-2,4.99,0.11651849966670208,H27-22,1101,demo,F,1
-1,4.99,0.4572510814245957,H27-22,1101,demo,F,1
0,4.99,0.4989190468831952,H27-22,1101,demo,F,1
1,4.99,-0.8210262206260198,H27-22,1101,demo,F,1
2,4.99,0.5947432022739583,H27-22,1101,demo,F,1
3,4.99,-0.21672849584320056,H27-22,1101,demo,F,1
-3,6.32,0.6290432659909349,H27-22,1101,demo,F,1
-2,6.32,0.3813760327911645,H27-22,1101,demo,F,1
-1,6.32,0.3275909271691115,H27-22,1101,demo,F,1
0,6.32,0.7420096323368948,H27-22,1101,demo,F,1
1,6.32,-0.44898767652517896,H27-22,1101,demo,F,1
2,6.32,-0.3926444465103819,H27-22,1101,demo,F,1
3,6.32,0.2513581774379778,H27-22,1101,demo,F,1
-3,7.65,0.2952771784267184,H27-22,1101,demo,F,1
-2,7.65,0.3665245183824906,H27-22,1101,demo,F,1
-1,7.65,1.8086790997234172e-17,H27-22,1101,demo,F,1
0,7.65,0.14473684210526314,H27-22,1101,demo,F,1
1,7.65,0.23696832111662652,H27-22,1101,demo,F,1
2,7.65,0.08167671226055083,H27-22,1101,demo,F,1
3,7.65,-0.3245503446233723,H27-22,1101,demo,F,1
-3,8.98,0.23923566684867004,H27-22,1101,demo,F,1
-2,8.98,0.38533731779422625,H27-22,1101,demo,F,1
-1,8.98,0.2605130246476755,H27-22,1101,demo,F,1
0,8.98,-0.021984660059051055,H27-22,1101,demo,F,1
1,8.98,0.10881851546885252,H27-22,1101,demo,F,1
2,8.98,0.009595682852776047,H27-22,1101,demo,F,1
3,8.98,0.8454343619998507,H27-22,1101,demo,F,1
-3,10.31,-0.3661050541982022,H27-22,1101,demo,F,1
-2,10.31,-0.2221250471376853,H27-22,1101,demo,F,1
-1,10.31,0.023029698782860528,H27-22,1101,demo,F,1
0,10.31,-0.06841591067657113,H27-22,1101,demo,F,1
1,10.31,0.06633986731302709,H27-22,1101,demo,F,1
2,10.31,-0.015636456680019034,H27-22,1101,demo,F,1
3,10.31,0.647807837257654,H27-22,1101,demo,F,1
-3,11.64,-0.6813708854747091,H27-22,1101,demo,F,1
-2,11.64,0.0063014575189490616,H27-22,1101,demo,F,1
-1,11.64,0.06021410107998902,H27-22,1101,demo,F,1
0,11.64,-0.61672261948695,H27-22,1101,demo,F,1
1,11.64,-0.2992435936116146,H27-22,1101,demo,F,1
2,11.64,0.3348848395090444,H27-22,1101,demo,F,1
3,11.64,0.12313565728537518,H27-22,1101,demo,F,1
-3,12.97,-0.5850335119288119,H27-22,1101,demo,F,1
-2,12.97,0.002583215354841708,H27-22,1101,demo,F,1
-1,12.97,-0.5874312096274055,H27-22,1101,demo,F,1
0,12.97,-0.9498977480577394,H27-22,1101,demo,F,1
1,12.97,-0.5949748245694775,H27-22,1101,demo,F,1
2,12.97,-0.2562910036008008,H27-22,1101,demo,F,1
3,12.97,0.29133486607580567,H27-22,1101,demo,F,1
-3,14.3,-0.5398920091619169,H27-22,1101,demo,F,1
-2,14.3,0.4134238827478971,H27-22,1101,demo,F,1
-1,14.3,0.14293843501824272,H27-22,1101,demo,F,1
0,14.3,-0.4387177007269615,H27-22,1101,demo,F,1
1,14.3,-0.7914578859512875,H27-22,1101,demo,F,1
2,14.3,-0.45399032834148473,H27-22,1101,demo,F,1
3,14.3,-0.10346032162299451,H27-22,1101,demo,F,1
-3,15.63,0.22234386237833445,H27-22,1101,demo,F,1
-2,15.63,0.7496906493890887,H27-22,1101,demo,F,1
-1,15.63,0.4400184441777725,H27-22,1101,demo,F,1
0,15.63,-0.07392211944910275,H27-22,1101,demo,F,1
1,15.63,-0.46048130049674635,H27-22,1101,demo,F,1
2,15.63,-0.5955874190795539,H27-22,1101,demo,F,1
3,15.63,-0.3248291534520002,H27-22,1101,demo,F,1
-3,16.96,0.7481230582885032,H27-22,1101,demo,F,1
-2,16.96,0.9705895486826996,H27-22,1101,demo,F,1
-1,16.96,0.6193913737952117,H27-22,1101,demo,F,1
0,16.96,0.052362949943708055,H27-22,1101,demo,F,1
1,16.96,-0.4715351906076746,H27-22,1101,demo,F,1
2,16.96,-0.40578749611080317,H27-22,1101,demo,F,1
3,16.96,-0.2795726561833627,H27-22,1101,demo,F,1
-3,18.29,0.571046815068521,H27-22,1101,demo,F,1
-2,18.29,0.8236331579310701,H27-22,1101,demo,F,1
-1,18.29,0.6942253351650727,H27-22,1101,demo,F,1
0,18.29,0.11754429749317176,H27-22,1101,demo,F,1
1,18.29,-0.7007851169940708,H27-22,1101,demo,F,1
2,18.29,-0.6933324355690599,H27-22,1101,demo,F,1
3,18.29,-0.43103629047558095,H27-22,1101,demo,F,1
-3,19.62,0.30957527202156926,H27-22,1101,demo,F,1
-2,19.62,0.7604153338615208,H27-22,1101,demo,F,1
-1,19.62,0.502327511573569,H27-22,1101,demo,F,1
0,19.62,0.24592617561926577,H27-22,1101,demo,F,1
1,19.62,-0.6434873215217906,H27-22,1101,demo,F,1
2,19.62,-0.7052399159775682,H27-22,1101,demo,F,1
3,19.62,-0.47365487801506007,H27-22,1101,demo,F,1
