Lag,variable,value,ID,age,exp,sex,trial_num
2,22.93,0.9637362261170467,H27-14,957,indivi,M,2
3,22.93,0.5892617922953914,H27-14,957,indivi,M,2
-3,24.22,-0.4333576695167916,H27-14,957,indivi,M,2
-2,24.22,-0.8309032627319267,H27-14,957,indivi,M,2
-1,24.22,-0.34922021187283886,H27-14,957,indivi,M,2
0,24.22,0.1324628389862491,H27-14,957,indivi,M,2
1,24.22,0.6526380797537229,H27-14,957,indivi,M,2
2,24.22,0.9761766606004378,H27-14,957,indivi,M,2
3,24.22,0.587332908869617,H27-14,957,indivi,M,2
-3,25.51,-0.3309512989866999,H27-14,957,indivi,M,2
-2,25.51,-0.5992901900569972,H27-14,957,indivi,M,2
-1,25.51,-0.24150500196326755,H27-14,957,indivi,M,2
0,25.51,0.5508118561727651,H27-14,957,indivi,M,2
1,25.51,0.38788934303567785,H27-14,957,indivi,M,2
2,25.51,0.6083604953374485,H27-14,957,indivi,M,2
3,25.51,0.30502259573661505,H27-14,957,indivi,M,2
-3,26.8,-0.26656272142735254,H27-14,957,indivi,M,2
-2,26.8,-0.4950450540793691,H27-14,957,indivi,M,2
-1,26.8,0.2308920101833624,H27-14,957,indivi,M,2
0,26.8,0.7080334718317658,H27-14,957,indivi,M,2
1,26.8,0.627958441343895,H27-14,957,indivi,M,2
2,26.8,0.5713306340215646,H27-14,957,indivi,M,2
3,26.8,0.07414905250226118,H27-14,957,indivi,M,2
-3,28.09,-0.25429812295798704,H27-14,957,indivi,M,2
-2,28.09,0.1552587895335636,H27-14,957,indivi,M,2
-1,28.09,0.6481394034151358,H27-14,957,indivi,M,2
0,28.09,0.6602743676516458,H27-14,957,indivi,M,2
1,28.09,0.5028498805873765,H27-14,957,indivi,M,2
2,28.09,0.38891013005168146,H27-14,957,indivi,M,2
3,28.09,0.34905752424873615,H27-14,957,indivi,M,2
-3,29.38,0.40782660888186845,H27-14,957,indivi,M,2
-2,29.38,0.6723619465444114,H27-14,957,indivi,M,2
-1,29.38,0.6805700662875277,H27-14,957,indivi,M,2
0,29.38,0.6890380810790139,H27-14,957,indivi,M,2
