Lag,variable,value,ID,age,exp,first_turn,sex,trial_num
-1,1.0,-0.35555075834687255,H27-39,1110,indivi,L,M,1
0,1.0,0.3807534133804382,H27-39,1110,indivi,L,M,1
1,1.0,0.09886251271379443,H27-39,1110,indivi,L,M,1
-1,4.0,-0.33582363414123806,H27-39,1110,indivi,L,M,1
0,4.0,0.4392643299758707,H27-39,1110,indivi,L,M,1
1,4.0,0.1546712771402557,H27-39,1110,indivi,L,M,1
-1,7.0,-0.2961150046067237,H27-39,1110,indivi,L,M,1
0,7.0,0.4475194705867172,H27-39,1110,indivi,L,M,1
1,7.0,0.16748947921918977,H27-39,1110,indivi,L,M,1
-1,10.0,-0.2418111541830145,H27-39,1110,indivi,L,M,1
0,10.0,0.5200997767954973,H27-39,1110,indivi,L,M,1
1,10.0,0.18415609680016146,H27-39,1110,indivi,L,M,1
-1,13.0,-0.2415328194429387,H27-39,1110,indivi,L,M,1
0,13.0,0.5171100944795006,H27-39,1110,indivi,L,M,1
1,13.0,0.24483588547724047,H27-39,1110,indivi,L,M,1
-1,16.0,-0.26463775112365917,H27-39,1110,indivi,L,M,1
0,16.0,0.500480934839582,H27-39,1110,indivi,L,M,1
1,16.0,0.19404278259149446,H27-39,1110,indivi,L,M,1
-1,19.0,-0.16183526703238946,H27-39,1110,indivi,L,M,1
0,19.0,0.7174511924297914,H27-39,1110,indivi,L,M,1
1,19.0,0.20284820546425747,H27-39,1110,indivi,L,M,1
-1,1.0,0.27373151509342336,H27-39,1110,indivi,R,M,2
0,1.0,-0.33795374008602,H27-39,1110,indivi,R,M,2
1,1.0,0.4569015236987992,H27-39,1110,indivi,R,M,2
-1,4.0,0.2750121421727838,H27-39,1110,indivi,R,M,2
0,4.0,-0.3371850419423288,H27-39,1110,indivi,R,M,2
1,4.0,0.471332747216607,H27-39,1110,indivi,R,M,2
-1,7.0,0.4447867055718362,H27-39,1110,indivi,R,M,2
0,7.0,-0.3780577309969064,H27-39,1110,indivi,R,M,2
1,7.0,0.474821264257201,H27-39,1110,indivi,R,M,2
-1,10.0,0.46553378054177263,H27-39,1110,indivi,R,M,2
0,10.0,-0.34835592646891644,H27-39,1110,indivi,R,M,2
1,10.0,0.6003374425816299,H27-39,1110,indivi,R,M,2
-1,13.0,0.48131787653499464,H27-39,1110,indivi,R,M,2
0,13.0,-0.32842084698513546,H27-39,1110,indivi,R,M,2
1,13.0,0.6000562492618999,H27-39,1110,indivi,R,M,2
-1,16.0,0.4809946062609186,H27-39,1110,indivi,R,M,2
0,16.0,-0.31675960157841737,H27-39,1110,indivi,R,M,2
1,16.0,0.5105991467073412,H27-39,1110,indivi,R,M,2
-1,19.0,0.5845064187494715,H27-39,1110,indivi,R,M,2
0,19.0,-0.2123672384051292,H27-39,1110,indivi,R,M,2
1,19.0,0.5098361685413386,H27-39,1110,indivi,R,M,2
-1,1.0,-0.169874294828533,H27-39,1110,indivi,L,M,3
0,1.0,-0.20229566243697494,H27-39,1110,indivi,L,M,3
1,1.0,-0.08448239812249177,H27-39,1110,indivi,L,M,3
-1,4.0,-0.18791332203714253,H27-39,1110,indivi,L,M,3
0,4.0,-0.22343012490701677,H27-39,1110,indivi,L,M,3
1,4.0,0.02442221187823431,H27-39,1110,indivi,L,M,3
-1,7.0,-0.14994827072761538,H27-39,1110,indivi,L,M,3
0,7.0,-0.2335403731263263,H27-39,1110,indivi,L,M,3
1,7.0,0.006909199009510089,H27-39,1110,indivi,L,M,3
-1,10.0,0.528370375929585,H27-39,1110,indivi,L,M,3
0,10.0,-0.3387365231349369,H27-39,1110,indivi,L,M,3
1,10.0,-0.00156394541249853,H27-39,1110,indivi,L,M,3
-1,13.0,0.5285769556475994,H27-39,1110,indivi,L,M,3
0,13.0,-0.2537309403061231,H27-39,1110,indivi,L,M,3
1,13.0,-0.12154684867486767,H27-39,1110,indivi,L,M,3
-1,16.0,0.39597556951544544,H27-39,1110,indivi,L,M,3
0,16.0,-0.254378031075512,H27-39,1110,indivi,L,M,3
1,16.0,-0.11394696575747965,H27-39,1110,indivi,L,M,3
-1,19.0,0.3868538813825511,H27-39,1110,indivi,L,M,3
0,19.0,-0.22938993792900486,H27-39,1110,indivi,L,M,3
1,19.0,0.0623196975401864,H27-39,1110,indivi,L,M,3
-1,1.0,-0.15808601135828682,H27-39,1110,indivi,R,M,4
0,1.0,-0.31582308738877996,H27-39,1110,indivi,R,M,4
1,1.0,0.04307857095872403,H27-39,1110,indivi,R,M,4
-1,4.0,-0.1563036723762247,H27-39,1110,indivi,R,M,4
0,4.0,-0.28345470396351735,H27-39,1110,indivi,R,M,4
1,4.0,0.06719781807966975,H27-39,1110,indivi,R,M,4
-1,7.0,-0.12651168034087085,H27-39,1110,indivi,R,M,4
0,7.0,-0.25429995199292843,H27-39,1110,indivi,R,M,4
1,7.0,0.23228467614476328,H27-39,1110,indivi,R,M,4
-1,10.0,-0.12821825190336555,H27-39,1110,indivi,R,M,4
0,10.0,-0.26565060509845606,H27-39,1110,indivi,R,M,4
1,10.0,0.22629447130233218,H27-39,1110,indivi,R,M,4
-1,13.0,-0.14750165396954146,H27-39,1110,indivi,R,M,4
0,13.0,-0.27060003520322706,H27-39,1110,indivi,R,M,4
1,13.0,0.22322745969725924,H27-39,1110,indivi,R,M,4
-1,16.0,-0.15021805844045297,H27-39,1110,indivi,R,M,4
0,16.0,-0.22863330042050692,H27-39,1110,indivi,R,M,4
1,16.0,0.33890184476604956,H27-39,1110,indivi,R,M,4
-1,19.0,-0.1030118921913325,H27-39,1110,indivi,R,M,4
0,19.0,-0.2557395637420669,H27-39,1110,indivi,R,M,4
1,19.0,0.32083508797813964,H27-39,1110,indivi,R,M,4
-1,1.0,0.6558427925551819,H27-39,1110,joint,L,M,1
