Lag,variable,value,ID,age,cnt,exp,first_turn,sex,trial_num
-1,1,-0.19622589635919774,H27-01,1357,10,indivi,L,M,4
0,1,-0.23750793774225795,H27-01,1357,10,indivi,L,M,4
1,1,0.16904195422084534,H27-01,1357,11,indivi,L,M,4
-1,1,0.20943229598990662,H27-01,1357,14,joint,L,M,1
0,1,0.02775785718994015,H27-01,1357,15,joint,L,M,1
1,1,-0.03307580483816215,H27-01,1357,14,joint,L,M,1
-1,1,-0.46766541936966105,H27-01,1357,4,joint,R,M,2
0,1,0.8615914812744835,H27-01,1357,4,joint,R,M,2
1,1,0.3471515431248255,H27-01,1357,4,joint,R,M,2
-1,1,0.013523945673549675,H27-01,1357,17,joint,R,M,3
0,1,-0.16667106455062294,H27-01,1357,17,joint,R,M,3
1,1,-0.06784925573035816,H27-01,1357,16,joint,R,M,3
-1,1,0.41170863284473425,H27-01,1357,18,joint,L,M,4
0,1,-0.707721867763776,H27-01,1357,19,joint,L,M,4
1,1,-0.16102919489087972,H27-01,1357,18,joint,L,M,4
-1,1,0.16760671279634692,H27-01,1357,14,prac,L,M,1
0,1,0.03501910113701752,H27-01,1357,15,prac,L,M,1
1,1,0.44411285034649867,H27-01,1357,14,prac,L,M,1
-1,1,0.9688450986370226,H27-06,966,14,indivi,L,F,1
0,1,0.5141217959865271,H27-06,966,15,indivi,L,F,1
1,1,0.6180950041673356,H27-06,966,15,indivi,L,F,1
-1,1,-0.0653721134663146,H27-06,966,16,indivi,R,F,2
0,1,-0.33148013420877354,H27-06,966,18,indivi,R,F,2
1,1,0.2752325806116984,H27-06,966,16,indivi,R,F,2
-1,1,0.0053792796490449175,H27-06,966,18,indivi,R,F,3
0,1,0.6502343706117852,H27-06,966,19,indivi,R,F,3
1,1,0.736896504971566,H27-06,966,18,indivi,R,F,3
-1,1,0.2408087850540775,H27-06,966,13,indivi,L,F,4
0,1,-0.19426886432372806,H27-06,966,14,indivi,L,F,4
1,1,-0.5623070121155742,H27-06,966,13,indivi,L,F,4
-1,1,-0.09831531332289316,H27-06,966,18,joint,L,F,1
0,1,0.28417370335522874,H27-06,966,19,joint,L,F,1
1,1,0.15845388150653492,H27-06,966,18,joint,L,F,1
-1,1,-0.2994406662939303,H27-06,966,14,joint,R,F,2
0,1,-0.35212974595585533,H27-06,966,15,joint,R,F,2
1,1,0.35178612066672504,H27-06,966,14,joint,R,F,2
-1,1,-0.2664688863014451,H27-06,966,7,joint,R,F,3
0,1,0.17361790422943213,H27-06,966,7,joint,R,F,3
1,1,0.5011816747983501,H27-06,966,7,joint,R,F,3
-1,1,0.4962004579418114,H27-06,966,18,joint,L,F,4
0,1,-0.37970413253035323,H27-06,966,19,joint,L,F,4
1,1,0.17436379602112115,H27-06,966,19,joint,L,F,4
-1,1,-0.3624394165038516,H27-06,966,20,prac,L,F,1
0,1,-0.32479065528301165,H27-06,966,21,prac,L,F,1
1,1,0.023009879045184183,H27-06,966,20,prac,L,F,1
-1,1,0.06937319616560464,H27-33,1103,11,indivi,R,M,1
0,1,-0.6106354386232676,H27-33,1103,12,indivi,R,M,1
1,1,0.6828610305702051,H27-33,1103,13,indivi,R,M,1
-1,1,0.44939545887175625,H27-33,1103,11,indivi,L,M,2
0,1,0.6130822170237152,H27-33,1103,13,indivi,L,M,2
1,1,0.7253190561666273,H27-33,1103,9,indivi,L,M,2
-1,1,-0.0861584525725779,H27-33,1103,8,indivi,R,M,3
0,1,0.45359860226929777,H27-33,1103,9,indivi,R,M,3
1,1,-0.28217950165287603,H27-33,1103,8,indivi,R,M,3
-1,1,-0.6202111062100862,H27-33,1103,4,indivi,L,M,4
0,1,0.18869763965054012,H27-33,1103,5,indivi,L,M,4
1,1,-0.23356069731572346,H27-33,1103,6,indivi,L,M,4
-1,1,-0.40591618463585377,H27-33,1103,7,joint,R,M,1
0,1,-0.23761498928813093,H27-33,1103,10,joint,R,M,1
1,1,0.4968548024961692,H27-33,1103,9,joint,R,M,1
-1,1,-0.07684323182674348,H27-33,1103,7,joint,L,M,2
0,1,0.5479572497285481,H27-33,1103,8,joint,L,M,2
1,1,0.18695437835448517,H27-33,1103,10,joint,L,M,2
-1,1,0.6064751548407054,H27-33,1103,7,joint,R,M,3
0,1,-0.8241879595169929,H27-33,1103,6,joint,R,M,3
1,1,-0.40560866277121543,H27-33,1103,7,joint,R,M,3
-1,1,0.04404906970732774,H27-33,1103,8,joint,L,M,4
0,1,0.10278833289496718,H27-33,1103,8,joint,L,M,4
1,1,-0.15174481736491008,H27-33,1103,10,joint,L,M,4
-1,1,-0.4405367043226582,H27-33,1103,9,prac,L,M,1
0,1,-0.34248225390814185,H27-33,1103,10,prac,L,M,1
1,1,-0.08614786398292582,H27-33,1103,9,prac,L,M,1
-1,1,0.487352014579051,H27-40,910,10,indivi,R,F,1
0,1,-0.2538625814204119,H27-40,910,10,indivi,R,F,1
1,1,-0.6496460351976184,H27-40,910,9,indivi,R,F,1
-1,1,0.005889903155418364,H27-40,910,4,indivi,L,F,2
0,1,0.6474811733387423,H27-40,910,5,indivi,L,F,2
1,1,-0.3994439331624087,H27-40,910,5,indivi,L,F,2
-1,1,-0.08425249669582792,H27-40,910,7,indivi,L,F,3
0,1,-0.6945968743767771,H27-40,910,7,indivi,L,F,3
1,1,0.1835935398794998,H27-40,910,5,indivi,L,F,3
-1,1,-0.1790147651651354,H27-40,910,12,indivi,R,F,4
0,1,-0.2121389475826137,H27-40,910,13,indivi,R,F,4
1,1,-0.15675490429736633,H27-40,910,13,indivi,R,F,4
-1,1,-0.24680820340851264,H27-40,910,5,joint,R,F,1
0,1,0.40466332321548504,H27-40,910,5,joint,R,F,1
1,1,-0.4875473358390823,H27-40,910,6,joint,R,F,1
-1,1,0.4603808879049076,H27-40,910,9,joint,L,F,2
0,1,0.07946821313438529,H27-40,910,9,joint,L,F,2
1,1,0.15319388309567897,H27-40,910,11,joint,L,F,2
-1,1,0.06059261220990727,H27-40,910,10,joint,R,F,3
0,1,-0.770728779741885,H27-40,910,9,joint,R,F,3
1,1,0.008641099984150606,H27-40,910,9,joint,R,F,3
-1,1,0.4792156266659124,H27-40,910,4,joint,L,F,4
0,1,-0.15460678845494355,H27-40,910,5,joint,L,F,4
1,1,0.07900606935140563,H27-40,910,5,joint,L,F,4
-1,1,0.4200569771854275,H27-40,910,14,prac,L,F,1
0,1,0.2880695718360729,H27-40,910,15,prac,L,F,1
1,1,0.12035058184364257,H27-40,910,14,prac,L,F,1
-1,1,-0.3069605297461421,H27-02,916,5,indivi,R,M,1
0,1,0.7810616017355424,H27-02,916,6,indivi,R,M,1
1,1,0.1867545939571066,H27-02,916,6,indivi,R,M,1
-1,1,-0.07646948574200547,H27-02,916,12,indivi,L,M,2
0,1,0.22222222222222224,H27-02,916,11,indivi,L,M,2
1,1,0.15210603796901812,H27-02,916,10,indivi,L,M,2
-1,1,-0.14779763580535485,H27-02,916,12,indivi,R,M,3
0,1,-0.014635236546125694,H27-02,916,11,indivi,R,M,3
1,1,-0.1782072879879007,H27-02,916,11,indivi,R,M,3
-1,1,-0.13485196543155262,H27-02,916,16,indivi,L,M,4
0,1,-0.1786999105657132,H27-02,916,17,indivi,L,M,4
1,1,0.4713541875065614,H27-02,916,16,indivi,L,M,4
-1,1,-0.397724504283399,H27-02,916,5,joint,R,M,1
0,1,-0.3387194682727415,H27-02,916,5,joint,R,M,1
1,1,-0.2737216604520213,H27-02,916,5,joint,R,M,1
-1,1,0.0,H27-02,916,4,joint,L,M,2
0,1,-0.0471614173690341,H27-02,916,5,joint,L,M,2
1,1,-0.17596392457629928,H27-02,916,5,joint,L,M,2
-1,1,-0.29465985359523694,H27-02,916,8,joint,R,M,3
0,1,-0.04429043097258136,H27-02,916,9,joint,R,M,3
1,1,0.04160251471689218,H27-02,916,9,joint,R,M,3
-1,1,-0.20854393426444454,H27-02,916,9,joint,L,M,4
0,1,-0.18441492156343184,H27-02,916,11,joint,L,M,4
1,1,0.08829971040092857,H27-02,916,10,joint,L,M,4
-1,1,0.36632509564393795,H27-02,916,13,prac,L,M,1
0,1,-0.0020594339482682606,H27-02,916,14,prac,L,M,1
1,1,0.17734664387239338,H27-02,916,14,prac,L,M,1
-1,1,0.27692002409963007,H27-43,1314,18,indivi,L,M,1
0,1,0.48464195579394614,H27-43,1314,19,indivi,L,M,1
1,1,0.6916196564231546,H27-43,1314,18,indivi,L,M,1
-1,1,0.25658175869820044,H27-43,1314,13,indivi,R,M,2
0,1,0.46776481321132357,H27-43,1314,13,indivi,R,M,2
1,1,0.011141941234549925,H27-43,1314,12,indivi,R,M,2
-1,1,-0.07581652500618223,H27-43,1314,14,indivi,R,M,3
0,1,0.3530394073724048,H27-43,1314,14,indivi,R,M,3
1,1,-0.05040707118247225,H27-43,1314,13,indivi,R,M,3
-1,1,-0.05505042274666649,H27-43,1314,6,indivi,L,M,4
0,1,0.07141593952332184,H27-43,1314,7,indivi,L,M,4
1,1,0.5695546218051161,H27-43,1314,5,indivi,L,M,4
-1,1,0.04235382560250167,H27-43,1314,11,joint,L,M,1
0,1,-0.07540524364584453,H27-43,1314,14,joint,L,M,1
1,1,-0.24392514003449028,H27-43,1314,13,joint,L,M,1
-1,1,-0.218046790430585,H27-43,1314,17,joint,R,M,2
0,1,-0.2068292706246604,H27-43,1314,18,joint,R,M,2
1,1,-0.05083220875672648,H27-43,1314,17,joint,R,M,2
-1,1,0.33683755489972733,H27-43,1314,14,joint,L,M,3
0,1,0.2508941680024726,H27-43,1314,15,joint,L,M,3
1,1,-0.2601145000534155,H27-43,1314,14,joint,L,M,3
-1,1,0.2710894298779642,H27-43,1314,13,joint,R,M,4
0,1,0.1942017016491906,H27-43,1314,13,joint,R,M,4
1,1,0.4475558481068572,H27-43,1314,12,joint,R,M,4
-1,1,0.7880792879918729,H27-43,1314,19,prac,L,M,1
0,1,0.3524404453146627,H27-43,1314,20,prac,L,M,1
1,1,0.2502414293155819,H27-43,1314,19,prac,L,M,1
-1,1,0.1850509918978347,H27-12,1123,17,indivi,R,M,1
0,1,-0.2306389915200994,H27-12,1123,18,indivi,R,M,1
1,1,0.18466503416970606,H27-12,1123,17,indivi,R,M,1
-1,1,-0.12031293895219954,H27-12,1123,15,indivi,L,M,2
0,1,0.001673421393922366,H27-12,1123,15,indivi,L,M,2
1,1,-0.13476627171003977,H27-12,1123,16,indivi,L,M,2
-1,1,-0.14475957666678385,H27-12,1123,17,indivi,R,M,3
0,1,-0.21075670450263864,H27-12,1123,18,indivi,R,M,3
1,1,0.18839712273812587,H27-12,1123,18,indivi,R,M,3
-1,1,0.10451593414141827,H27-12,1123,17,indivi,L,M,4
0,1,-0.19310643442323658,H27-12,1123,18,indivi,L,M,4
1,1,0.10626340264337218,H27-12,1123,17,indivi,L,M,4
-1,1,0.3243296712037478,H27-12,1123,11,joint,L,M,1
0,1,0.4809773559038534,H27-12,1123,12,joint,L,M,1
1,1,0.05163968670525684,H27-12,1123,11,joint,L,M,1
-1,1,-0.02988008046960894,H27-12,1123,15,joint,R,M,2
0,1,-0.23765128727966767,H27-12,1123,16,joint,R,M,2
1,1,-0.6345799732608717,H27-12,1123,16,joint,R,M,2
-1,1,0.3677821051906564,H27-12,1123,13,joint,R,M,3
0,1,0.26398682738596196,H27-12,1123,15,joint,R,M,3
1,1,0.0175607323706378,H27-12,1123,14,joint,R,M,3
-1,1,0.157820219167976,H27-12,1123,13,joint,L,M,4
0,1,0.33116726721848744,H27-12,1123,13,joint,L,M,4
1,1,0.7289608466830859,H27-12,1123,13,joint,L,M,4
-1,1,-0.36678966134399316,H27-12,1123,11,prac,L,M,1
0,1,0.008655648402264852,H27-12,1123,12,prac,L,M,1
1,1,0.2801411125302836,H27-12,1123,12,prac,L,M,1
-1,1,-0.3926013228579861,H27-22,1101,13,indivi,L,F,1
0,1,-0.10540210262356964,H27-22,1101,14,indivi,L,F,1
1,1,0.03891782823959282,H27-22,1101,13,indivi,L,F,1
-1,1,-0.3299970262000125,H27-22,1101,14,indivi,R,F,2
0,1,-0.14062378466882205,H27-22,1101,15,indivi,R,F,2
1,1,-0.06135213398664966,H27-22,1101,14,indivi,R,F,2
-1,1,0.8957717337108996,H27-22,1101,9,indivi,L,F,3
0,1,0.4258755381474642,H27-22,1101,8,indivi,L,F,3
1,1,-0.6413336649143127,H27-22,1101,8,indivi,L,F,3
-1,1,0.5966496446838289,H27-22,1101,15,indivi,R,F,4
0,1,0.78953110376449,H27-22,1101,16,indivi,R,F,4
1,1,0.8840161072300203,H27-22,1101,16,indivi,R,F,4
-1,1,-0.16044798461643764,H27-22,1101,13,joint,R,F,1
0,1,-0.19467966003047474,H27-22,1101,13,joint,R,F,1
1,1,-0.2684313885280195,H27-22,1101,12,joint,R,F,1
-1,1,0.004294087154167803,H27-22,1101,16,joint,L,F,2
0,1,0.26593381628451884,H27-22,1101,17,joint,L,F,2
1,1,-0.03572504395222253,H27-22,1101,16,joint,L,F,2
-1,1,0.4830731954274295,H27-22,1101,6,joint,R,F,3
0,1,0.5602409785024229,H27-22,1101,6,joint,R,F,3
1,1,0.1471401328915126,H27-22,1101,5,joint,R,F,3
-1,1,0.30438403529969615,H27-22,1101,10,joint,L,F,4
0,1,0.4500330950280408,H27-22,1101,11,joint,L,F,4
1,1,-0.4577990131160711,H27-22,1101,10,joint,L,F,4
-1,1,0.6596575582830475,H27-22,1101,18,prac,L,F,1
0,1,0.24539641370605064,H27-22,1101,19,prac,L,F,1
1,1,0.0960039111361646,H27-22,1101,18,prac,L,F,1
-1,1,0.13940947228849204,H27-38,1286,18,indivi,L,M,1
0,1,0.7251785001610803,H27-38,1286,19,indivi,L,M,1
1,1,0.11363100088070899,H27-38,1286,18,indivi,L,M,1
-1,1,-0.3676387772398482,H27-38,1286,12,indivi,R,M,2
0,1,-0.038384319675427145,H27-38,1286,10,indivi,R,M,2
1,1,0.8539492283470529,H27-38,1286,11,indivi,R,M,2
-1,1,0.7879059889399282,H27-38,1286,12,indivi,L,M,3
0,1,0.5923151431478825,H27-38,1286,15,indivi,L,M,3
1,1,0.0415659593590496,H27-38,1286,14,indivi,L,M,3
-1,1,0.20380104940036206,H27-38,1286,11,indivi,R,M,4
0,1,-0.06805508926155664,H27-38,1286,13,indivi,R,M,4
1,1,-0.010951071820939936,H27-38,1286,12,indivi,R,M,4
-1,1,-0.02000139231670181,H27-38,1286,3,joint,L,M,1
0,1,0.7464645354600269,H27-38,1286,5,joint,L,M,1
1,1,-0.05344795748892781,H27-38,1286,5,joint,L,M,1
-1,1,0.05080166157220563,H27-38,1286,5,joint,R,M,2
0,1,0.8110286269416773,H27-38,1286,5,joint,R,M,2
1,1,-0.11107222279499729,H27-38,1286,5,joint,R,M,2
-1,1,-0.29612749148749895,H27-38,1286,11,joint,R,M,3
0,1,0.05712985860377612,H27-38,1286,11,joint,R,M,3
1,1,0.5544868422895978,H27-38,1286,10,joint,R,M,3
-1,1,-0.9163182407125895,H27-38,1286,3,joint,L,M,4
0,1,-0.1297149867495624,H27-38,1286,4,joint,L,M,4
1,1,0.4939634518584006,H27-38,1286,3,joint,L,M,4
-1,1,-0.7955189045436176,H27-38,1286,12,prac,L,M,1
0,1,-0.1453199341178921,H27-38,1286,13,prac,L,M,1
1,1,0.061871957946087894,H27-38,1286,13,prac,L,M,1
-1,1,0.8753950689815917,H27-23,1390,19,indivi,R,F,1
0,1,0.7829114018515397,H27-23,1390,20,indivi,R,F,1
1,1,0.8802982748809315,H27-23,1390,19,indivi,R,F,1
-1,1,0.07228055722994807,H27-23,1390,19,indivi,L,F,2
0,1,0.4620975731324514,H27-23,1390,20,indivi,L,F,2
1,1,0.5578355684880505,H27-23,1390,19,indivi,L,F,2
-1,1,-0.5428904255681256,H27-23,1390,19,indivi,L,F,3
0,1,0.04951468589699911,H27-23,1390,20,indivi,L,F,3
1,1,0.13072957926315187,H27-23,1390,19,indivi,L,F,3
-1,1,0.31250110252496727,H27-23,1390,18,indivi,R,F,4
0,1,-0.5786145523216781,H27-23,1390,19,indivi,R,F,4
1,1,0.21359099885652008,H27-23,1390,18,indivi,R,F,4
-1,1,-0.27495925781719166,H27-23,1390,16,joint,L,F,1
0,1,-0.4044155609565312,H27-23,1390,17,joint,L,F,1
1,1,-0.12821439264541415,H27-23,1390,16,joint,L,F,1
-1,1,0.0881014429203883,H27-23,1390,18,joint,R,F,2
0,1,-0.12543234946996137,H27-23,1390,19,joint,R,F,2
1,1,0.3169183484223167,H27-23,1390,18,joint,R,F,2
-1,1,-0.15149626390077559,H27-23,1390,17,joint,R,F,3
0,1,-0.47246253158624096,H27-23,1390,18,joint,R,F,3
1,1,0.21083656118666957,H27-23,1390,17,joint,R,F,3
-1,1,-0.3646225008223211,H27-23,1390,20,joint,L,F,4
0,1,-0.28528506513846114,H27-23,1390,21,joint,L,F,4
1,1,-0.0852920506992147,H27-23,1390,20,joint,L,F,4
-1,1,-0.18487524138577877,H27-23,1390,20,prac,L,F,1
0,1,0.6311196601580572,H27-23,1390,21,prac,L,F,1
1,1,0.467538099061346,H27-23,1390,20,prac,L,F,1
-1,1,0.27402485055776415,H27-15,1111,6,indivi,L,F,1
0,1,-0.3528097603570721,H27-15,1111,9,indivi,L,F,1
1,1,0.20326254858187423,H27-15,1111,9,indivi,L,F,1
-1,1,-0.7591929228932272,H27-15,1111,5,indivi,R,F,2
0,1,-0.6505703058174915,H27-15,1111,6,indivi,R,F,2
1,1,0.9902000935973275,H27-15,1111,5,indivi,R,F,2
-1,1,0.0,H27-15,1111,4,indivi,L,F,3
0,1,0.519270357477862,H27-15,1111,6,indivi,L,F,3
1,1,0.876516705858476,H27-15,1111,3,indivi,L,F,3
-1,1,-1.0,H27-15,1111,2,indivi,R,F,4
0,1,0.28679132767843046,H27-15,1111,3,indivi,R,F,4
1,1,0.0,H27-15,1111,1,indivi,R,F,4
-1,1,-0.3399981943647077,H27-15,1111,8,joint,L,F,1
0,1,0.0011065559211042662,H27-15,1111,10,joint,L,F,1
1,1,-0.45726543204252945,H27-15,1111,10,joint,L,F,1
-1,1,0.3738835303832648,H27-15,1111,4,joint,R,F,2
0,1,-0.6196867045573654,H27-15,1111,5,joint,R,F,2
1,1,-0.11351344112718985,H27-15,1111,5,joint,R,F,2
-1,1,0.12598874348582315,H27-15,1111,9,joint,R,F,3
0,1,-0.006564088565562467,H27-15,1111,7,joint,R,F,3
1,1,-0.18804744335319692,H27-15,1111,10,joint,R,F,3
-1,1,0.2882747109197284,H27-15,1111,7,joint,L,F,4
0,1,0.5093702091842062,H27-15,1111,9,joint,L,F,4
1,1,0.06776229582176435,H27-15,1111,9,joint,L,F,4
-1,1,0.7125687416308524,H27-15,1111,13,prac,L,F,1
0,1,0.3646140317256288,H27-15,1111,14,prac,L,F,1
1,1,-0.034890268660228506,H27-15,1111,13,prac,L,F,1
-1,1,1.0,H27-44,926,2,indivi,R,M,1
0,1,-0.510341001395323,H27-44,926,5,indivi,R,M,1
1,1,0.38091501674248246,H27-44,926,5,indivi,R,M,1
-1,1,-0.08190527669737654,H27-44,926,6,indivi,L,M,2
0,1,0.8983731240923521,H27-44,926,7,indivi,L,M,2
1,1,0.2787539287489712,H27-44,926,7,indivi,L,M,2
-1,1,0.08282861932135298,H27-44,926,10,indivi,L,M,3
0,1,0.17413370692037305,H27-44,926,11,indivi,L,M,3
1,1,0.5713663909039688,H27-44,926,10,indivi,L,M,3
-1,1,0.6384159583552576,H27-44,926,11,indivi,R,M,4
0,1,-0.18996158555024847,H27-44,926,11,indivi,R,M,4
1,1,-0.2537938506040581,H27-44,926,12,indivi,R,M,4
-1,1,-0.1303952243822955,H27-44,926,18,joint,R,M,1
0,1,-0.04629632036978567,H27-44,926,19,joint,R,M,1
1,1,-0.4104496246029902,H27-44,926,18,joint,R,M,1
-1,1,0.4440077676838874,H27-44,926,15,joint,L,M,2
0,1,-0.33336027466386403,H27-44,926,16,joint,L,M,2
1,1,-0.041945237400562156,H27-44,926,15,joint,L,M,2
-1,1,0.09503611984699714,H27-44,926,13,joint,R,M,3
0,1,-0.08865267987229976,H27-44,926,13,joint,R,M,3
1,1,0.41908224931244,H27-44,926,12,joint,R,M,3
-1,1,0.16659776222352005,H27-44,926,6,joint,L,M,4
0,1,-0.3680126145151378,H27-44,926,7,joint,L,M,4
1,1,0.595418012719324,H27-44,926,6,joint,L,M,4
-1,1,-0.11932840734923328,H27-44,926,20,prac,L,M,1
0,1,-0.12606387661656893,H27-44,926,21,prac,L,M,1
1,1,-0.11696479396653954,H27-44,926,20,prac,L,M,1
-1,1,0.8636946925137496,H27-19,1394,20,indivi,L,M,1
0,1,0.8114243826611315,H27-19,1394,21,indivi,L,M,1
1,1,0.6332276970155407,H27-19,1394,20,indivi,L,M,1
-1,1,0.32207057780646486,H27-19,1394,20,indivi,R,M,2
0,1,0.4155156480697998,H27-19,1394,21,indivi,R,M,2
1,1,0.23585246882737737,H27-19,1394,20,indivi,R,M,2
-1,1,0.9269378148482601,H27-19,1394,17,indivi,L,M,3
0,1,0.945068088039195,H27-19,1394,18,indivi,L,M,3
1,1,0.8754305022819273,H27-19,1394,17,indivi,L,M,3
-1,1,0.9087716459912435,H27-19,1394,14,indivi,R,M,4
0,1,0.6834641318002421,H27-19,1394,14,indivi,R,M,4
1,1,0.48808422536691176,H27-19,1394,13,indivi,R,M,4
-1,1,0.5683585029137048,H27-19,1394,13,joint,R,M,1
0,1,0.6522797508972753,H27-19,1394,13,joint,R,M,1
1,1,0.6007768282597019,H27-19,1394,12,joint,R,M,1
-1,1,0.08384922332015612,H27-19,1394,13,joint,L,M,2
0,1,0.3453632899506697,H27-19,1394,14,joint,L,M,2
1,1,0.026223258696857054,H27-19,1394,13,joint,L,M,2
-1,1,0.23695825653737115,H27-19,1394,12,joint,L,M,3
0,1,-0.076330556082662,H27-19,1394,13,joint,L,M,3
1,1,0.40272912248823023,H27-19,1394,12,joint,L,M,3
-1,1,-0.15377747391712346,H27-19,1394,18,joint,R,M,4
0,1,0.028459936921103813,H27-19,1394,18,joint,R,M,4
1,1,-0.08574197273047406,H27-19,1394,17,joint,R,M,4
-1,1,0.06266965739795706,H27-19,1394,19,prac,L,M,1
0,1,0.45916246880533607,H27-19,1394,20,prac,L,M,1
1,1,0.09032540851702062,H27-19,1394,19,prac,L,M,1
-1,1,0.3701541558215787,H27-20,1375,20,indivi,L,F,1
0,1,0.3507001585195537,H27-20,1375,21,indivi,L,F,1
1,1,0.2828224910428498,H27-20,1375,20,indivi,L,F,1
-1,1,0.786181314097718,H27-20,1375,17,indivi,R,F,2
0,1,0.8296225185487419,H27-20,1375,17,indivi,R,F,2
1,1,0.7963497690551143,H27-20,1375,17,indivi,R,F,2
-1,1,0.7474093948746956,H27-20,1375,13,indivi,R,F,3
0,1,0.7578635245354824,H27-20,1375,14,indivi,R,F,3
1,1,0.8532205519830527,H27-20,1375,13,indivi,R,F,3
-1,1,-0.016231166537922524,H27-20,1375,7,indivi,L,F,4
0,1,0.22149220794594068,H27-20,1375,7,indivi,L,F,4
1,1,0.11910818756432372,H27-20,1375,7,indivi,L,F,4
-1,1,-0.1145312402242502,H27-20,1375,19,joint,R,F,1
0,1,0.03665965969676721,H27-20,1375,20,joint,R,F,1
1,1,0.30297311204639227,H27-20,1375,19,joint,R,F,1
-1,1,0.32694959007237,H27-20,1375,11,joint,L,F,2
0,1,0.5878146183019862,H27-20,1375,12,joint,L,F,2
1,1,0.2868125297038481,H27-20,1375,11,joint,L,F,2
-1,1,0.2413311569623586,H27-20,1375,5,joint,L,F,3
0,1,0.7382380806775574,H27-20,1375,6,joint,L,F,3
1,1,0.6519026086779436,H27-20,1375,6,joint,L,F,3
-1,1,-0.3486723092303567,H27-20,1375,8,joint,R,F,4
0,1,0.7046414457741218,H27-20,1375,8,joint,R,F,4
1,1,0.3854739819439488,H27-20,1375,8,joint,R,F,4
-1,1,-0.1727734079409583,H27-20,1375,20,prac,L,F,1
0,1,0.2600993814146535,H27-20,1375,21,prac,L,F,1
1,1,0.10027272196629737,H27-20,1375,20,prac,L,F,1
-1,1,-0.13291137852486404,H27-05,909,17,indivi,R,F,1
0,1,0.3150928365898388,H27-05,909,18,indivi,R,F,1
1,1,0.05918368752984116,H27-05,909,17,indivi,R,F,1
-1,1,-0.36662353750456017,H27-05,909,12,indivi,L,F,2
0,1,-0.3274507719436258,H27-05,909,13,indivi,L,F,2
1,1,0.5470736975101851,H27-05,909,14,indivi,L,F,2
-1,1,0.4332894014272733,H27-05,909,9,indivi,L,F,3
0,1,-0.4730115285649672,H27-05,909,10,indivi,L,F,3
1,1,-0.3577704041090505,H27-05,909,12,indivi,L,F,3
-1,1,-0.24223451478397173,H27-05,909,10,indivi,R,F,4
0,1,0.2094854456901142,H27-05,909,10,indivi,R,F,4
1,1,0.8855153361607984,H27-05,909,10,indivi,R,F,4
-1,1,0.029783022683129868,H27-05,909,17,joint,L,F,1
0,1,0.20722161939759542,H27-05,909,18,joint,L,F,1
1,1,-0.3155260562057543,H27-05,909,17,joint,L,F,1
-1,1,-0.39322007907685375,H27-05,909,18,joint,R,F,2
0,1,-0.5103390529095748,H27-05,909,18,joint,R,F,2
1,1,-0.33248839224566323,H27-05,909,17,joint,R,F,2
-1,1,-0.08086125176003993,H27-05,909,15,joint,R,F,3
0,1,-0.3730751354667867,H27-05,909,16,joint,R,F,3
1,1,0.0685755457654731,H27-05,909,15,joint,R,F,3
-1,1,-0.43746846400942035,H27-05,909,16,joint,L,F,4
0,1,0.1850595131357178,H27-05,909,18,joint,L,F,4
1,1,0.426625651388539,H27-05,909,16,joint,L,F,4
-1,1,0.3360366628960599,H27-05,909,18,prac,L,F,1
0,1,0.25714079896838726,H27-05,909,19,prac,L,F,1
1,1,-0.06555235757392228,H27-05,909,18,prac,L,F,1
-1,1,0.033776235972910275,H27-31,1101,13,indivi,L,M,1
0,1,0.5305456969096806,H27-31,1101,13,indivi,L,M,1
1,1,0.2172076945388722,H27-31,1101,13,indivi,L,M,1
-1,1,-0.19868319674459428,H27-31,1101,11,indivi,R,M,2
0,1,-0.5339800592071341,H27-31,1101,11,indivi,R,M,2
1,1,0.2967171640584599,H27-31,1101,10,indivi,R,M,2
-1,1,-0.5358192026121701,H27-31,1101,7,indivi,L,M,3
0,1,0.36371036882627095,H27-31,1101,9,indivi,L,M,3
1,1,0.09617297348972281,H27-31,1101,9,indivi,L,M,3
-1,1,-0.35783075201343084,H27-31,1101,7,indivi,R,M,4
0,1,0.9646418664733165,H27-31,1101,9,indivi,R,M,4
1,1,-0.21755451411955215,H27-31,1101,8,indivi,R,M,4
-1,1,-0.13367808499939218,H27-31,1101,16,joint,R,M,1
0,1,0.07523692977566203,H27-31,1101,17,joint,R,M,1
1,1,0.04423889587807982,H27-31,1101,16,joint,R,M,1
-1,1,0.2624383414059193,H27-31,1101,7,joint,L,M,2
0,1,-0.11626600273708511,H27-31,1101,6,joint,L,M,2
1,1,-0.25738800238455833,H27-31,1101,8,joint,L,M,2
-1,1,-0.009721103887471046,H27-31,1101,12,joint,L,M,3
0,1,-0.22052530085217892,H27-31,1101,12,joint,L,M,3
1,1,-0.02821682585136223,H27-31,1101,10,joint,L,M,3
-1,1,0.4033569295583036,H27-31,1101,12,joint,R,M,4
0,1,-0.28582448253436027,H27-31,1101,12,joint,R,M,4
1,1,-0.6315182491419493,H27-31,1101,13,joint,R,M,4
-1,1,0.17020593529572758,H27-31,1101,15,prac,L,M,1
0,1,0.2702288992840289,H27-31,1101,14,prac,L,M,1
1,1,0.6123194569864874,H27-31,1101,13,prac,L,M,1
-1,1,0.24310644349328062,H27-21,1117,18,indivi,L,M,1
0,1,-0.01896175854393063,H27-21,1117,19,indivi,L,M,1
1,1,-0.01125407084658865,H27-21,1117,19,indivi,L,M,1
